NP_001254479	NP_001372637
XP_005254183	NP_062660
XP_024308467	NP_796113
NP_067006	XP_006541608
NP_004302	NP_062692
NP_004823	NP_034492
NP_542454	XP_011242608
NP_001653	NP_031506
NP_006562	XP_006509157
NP_006760	NP_034853
NP_002861	NP_080953
NP_071404	NP_071315
NP_000966	XP_006539175
NP_001273743	XP_036016810
NP_001269535	NP_080893
NP_001034937	NP_001032830
NP_001372150	NP_665836
NP_001160051	XP_030101334
NP_001171869	NP_001364031
NP_001359117	NP_001005423
NP_002894	NP_033064
XP_016881857	NP_082693
NP_001092255	NP_852117
NP_619638	NP_001128565
NP_981948	NP_081097
XP_024302859	NP_080635
XP_011542790	XP_006509161
NP_001094859	NP_001371194
NP_001316671	NP_766227
NP_037531	NP_001345008
XP_011507708	XP_036021293
NP_001333473	XP_036010904
XP_005247645	XP_006511819
NP_001157879	NP_081525
NP_775970	NP_776144
NP_001019850	NP_079897
NP_001291495	NP_112436
NP_950241	NP_001345925
NP_002913	NP_056626
NP_689497	NP_079795
NP_002558	NP_061346
NP_006618	NP_079666
NP_001171808	NP_038517
NP_113630	NP_620090
NP_001357343	NP_001357348
NP_057513	NP_063930
NP_001032726	NP_663430
NP_001008405	NP_001157562
NP_001245324	NP_082768
XP_005249410	NP_033446
XP_016857700	NP_035740
XP_024304729	NP_084232
XP_016864538	NP_851795
NP_001138466	NP_001138464
NP_777554	NP_079977
NP_036246	NP_033939
XP_016883161	XP_006499899
NP_667339	NP_954594
NP_003842	NP_035934
XP_016859240	NP_001028599
NP_001369325	NP_766102
NP_659477	NP_082720
NP_115493	NP_084073
NP_005077	NP_034786
XP_006718181	XP_017177874
XP_024307463	NP_001346228
NP_689677	NP_954669
XP_016866409	NP_080687
NP_976033	NP_061209
NP_073614	NP_080349
NP_001308350	NP_001288234
NP_001287831	XP_006529178
NP_542393	NP_001355305
XP_016881017	NP_598446
NP_001257615	XP_006541134
XP_016857675	XP_036020207
NP_003333	NP_080261
NP_689534	NP_081259
NP_001168	NP_080135
NP_001001317	NP_778185
NP_954584	NP_080822
NP_001030333	NP_001265512
NP_001191017	XP_036019700
XP_006710410	NP_766062
XP_006720511	NP_001342056
NP_001334395	NP_031598
NP_001182208	NP_001094901
NP_001128320	NP_001159535
NP_000572	NP_032186
NP_997716	NP_694761
NP_758957	NP_031600
NP_689661	NP_083190
NP_006445	NP_034883
NP_009169	NP_067509
NP_001356484	XP_036017233
NP_001305832	NP_001346293
NP_945320	NP_034477
NP_001296	NP_034033
NP_001531	NP_038588
NP_001186135	XP_017168990
NP_001356788	XP_017175534
XP_011522283	XP_006533606
NP_006798	NP_001349492
NP_000972	XP_036012353
NP_001002264	NP_083771
NP_006001	NP_083379
NP_057184	NP_080701
NP_699205	NP_081585
NP_001008708	NP_080803
XP_016869757	NP_705724
NP_689694	NP_001229576
NP_001350461	NP_778155
NP_004958	NP_032344
NP_005788	NP_001344656
XP_011531632	XP_017177228
NP_079135	NP_061302
XP_011542505	NP_077244
NP_803186	NP_954610
NP_005605	NP_444305
XP_011532831	NP_064352
NP_001342502	NP_001013806
XP_011543483	XP_036017598
NP_078936	NP_663555
XP_024308183	XP_036017966
XP_016872702	XP_006510445
NP_006699	NP_079650
NP_078908	NP_001074637
XP_016882679	NP_001276746
NP_001137236	NP_001137237
NP_149978	XP_036015989
XP_016855936	NP_001371125
NP_001025045	NP_079896
NP_057366	XP_006527285
NP_777594	NP_001013408
NP_997203	NP_001156663
NP_001722	NP_031595
NP_000249	NP_034989
NP_061333	NP_033083
NP_113615	NP_083097
NP_057731	NP_941009
NP_055695	NP_001277589
NP_000354	XP_017177599
NP_001265568	NP_035369
XP_011526829	NP_067401
NP_000970	XP_030098107
NP_001744	NP_031642
XP_016859781	NP_663543
NP_077003	NP_076220
NP_079071	NP_079729
NP_620279	NP_001334048
NP_443170	NP_694730
XP_011544087	NP_001035226
NP_001288574	NP_076113
NP_874364	NP_083934
NP_057143	NP_081121
NP_057179	NP_849187
NP_001074472	XP_036015432
NP_115729	NP_001271340
NP_570115	NP_787056
NP_003801	NP_033451
NP_000782	NP_034179
XP_006724727	NP_001155327
NP_002687	NP_080605
NP_872621	XP_036017677
NP_853516	NP_536698
NP_065145	NP_077152
NP_001013720	NP_001034647
XP_005270081	XP_006527510
NP_079124	XP_030109754
NP_001304264	NP_038487
NP_008950	NP_081061
NP_078871	NP_075912
NP_001351937	NP_081310
XP_011516935	NP_001034184
NP_689479	NP_848758
XP_011531878	NP_081155
XP_016865767	NP_081308
NP_001004308	XP_036017961
NP_066273	NP_084126
NP_683762	NP_694712
NP_997719	NP_082371
NP_071736	NP_080789
NP_001257823	NP_038746
NP_001116325	NP_579941
XP_005272519	XP_006508760
XP_005257832	NP_081302
NP_006414	NP_034391
NP_115881	NP_080641
NP_060062	NP_080318
XP_011516649	NP_031957
NP_060324	NP_081214
NP_036203	NP_680087
NP_057550	NP_080517
NP_002348	NP_034881
NP_001293064	NP_775595
XP_011535664	NP_001347471
NP_060755	NP_598737
XP_016856939	NP_001347861
NP_955369	NP_080601
NP_060534	NP_001007590
XP_016869090	NP_084010
NP_079081	NP_954667
NP_001305312	NP_031728
NP_001629	NP_598758
NP_001172078	NP_001104788
NP_077002	NP_001012400
NP_001139808	NP_083346
NP_872381	XP_036009362
XP_011512082	NP_080031
NP_001128563	NP_766567
NP_005096	NP_001095877
NP_001276737	NP_034094
NP_001104789	NP_083659
NP_001335470	NP_001163872
NP_542173	NP_542372
NP_694968	NP_666279
NP_004081	XP_006534368
NP_001137447	NP_001347145
NP_001305132	XP_006527247
NP_714543	NP_032208
XP_024304359	XP_006510564
NP_001171938	NP_001291199
NP_036583	NP_067457
NP_001077368	NP_001156486
NP_006433	NP_001278009
NP_001161339	NP_001277416
XP_011533267	NP_001355951
XP_005244858	NP_077792
NP_001157956	NP_001157957
NP_001651	NP_031505
NP_006387	NP_065237
NP_001095866	NP_079955
NP_001132916	NP_001156409
NP_001230679	NP_079805
NP_653210	NP_080194
NP_001333746	XP_011242699
XP_005257062	NP_084482
XP_024307557	NP_001317616
XP_016879383	NP_075542
NP_003272	NP_067442
NP_803431	NP_080562
XP_016855715	XP_006538910
NP_001307531	NP_938044
NP_005308	NP_032530
NP_001688	NP_613063
NP_004600	XP_006499163
NP_006296	XP_006510841
NP_001354786	NP_082931
NP_056511	NP_077160
XP_011515107	XP_036015165
NP_659478	NP_659079
NP_000398	NP_001001999
XP_011510480	XP_006495910
XP_011532317	NP_001004192
XP_016875886	NP_780578
XP_024307919	XP_036015501
NP_078851	NP_081482
XP_016865434	NP_542368
XP_005264383	NP_001297457
NP_001276046	NP_081396
NP_036242	NP_083126
NP_003368	NP_035827
NP_001275500	NP_001153617
NP_055300	XP_036008129
NP_006088	NP_742116
NP_689538	NP_083740
NP_000567	XP_006498858
NP_006432	NP_081105
XP_024308581	XP_006515238
NP_001138432	NP_001028521
NP_659463	NP_001344760
NP_057678	NP_077131
XP_024304215	NP_001159391
NP_004055	NP_034005
NP_002768	NP_035308
NP_944605	NP_987075
NP_008959	NP_666189
NP_001305732	XP_006508246
NP_057048	NP_080757
NP_006398	NP_075368
NP_005205	NP_033973
NP_001158051	NP_001158052
XP_011542142	XP_006518941
NP_054905	NP_083911
NP_112589	XP_006505627
NP_001116849	NP_065594
NP_996554	NP_783440
NP_054797	NP_081035
NP_001136270	NP_001171072
NP_006392	NP_570959
NP_005861	NP_001135913
NP_001284519	NP_665821
NP_004549	NP_032764
NP_542175	NP_083646
NP_777551	NP_663425
NP_689536	NP_035591
NP_001138416	NP_075891
NP_001002913	NP_848710
NP_689895	NP_987103
NP_002023	NP_034369
NP_001850	NP_780299
NP_000936	NP_077779
XP_005263607	XP_006498677
NP_001310565	NP_001365709
XP_005273161	NP_032219
NP_000632	NP_032376
NP_001333863	XP_036014633
NP_001936	NP_034545
XP_016856640	NP_076216
NP_542382	NP_081488
XP_011508391	NP_080656
NP_001030312	NP_079567
NP_001305058	NP_080291
XP_024304258	NP_742114
NP_006547	NP_081060
NP_078861	NP_808446
NP_079422	XP_036016025
XP_005251657	NP_067371
NP_001357280	NP_001074645
NP_001305399	XP_006528562
NP_116072	NP_898993
XP_024304957	NP_001074705
XP_006714567	NP_665851
NP_001289978	NP_001344749
NP_003334	NP_062777
XP_024308007	NP_032527
NP_006564	NP_296371
NP_219491	NP_038570
NP_598395	NP_001365715
XP_016878181	XP_006499119
NP_776193	NP_035889
NP_612451	XP_006509718
NP_653227	XP_006503077
XP_011524785	NP_877586
NP_055432	NP_031800
XP_016881938	NP_031935
XP_024302717	NP_660250
XP_005245924	XP_006539218
XP_016858337	XP_036022140
NP_001273201	NP_033455
NP_570913	NP_035256
XP_016874289	XP_006521554
NP_001304946	NP_033822
XP_005255186	NP_080481
XP_006720438	NP_036000
XP_016865333	NP_031900
NP_660300	NP_001366218
XP_016874070	XP_036018169
XP_006712461	NP_663498
NP_004996	NP_075661
NP_060567	NP_079751
NP_003954	NP_083636
XP_011534801	NP_031826
XP_016858891	NP_658906
XP_016877954	XP_036011081
XP_016861874	NP_032562
XP_005247626	XP_036015928
NP_653191	NP_077166
NP_001130042	NP_001361643
NP_783318	NP_777366
NP_149038	NP_001369763
NP_003786	NP_059500
NP_001291298	NP_081579
NP_066953	NP_032933
NP_002919	NP_035397
NP_003273	NP_033431
NP_003568	NP_033508
NP_054895	NP_001265044
NP_443730	XP_011244130
NP_783859	NP_079852
NP_055037	NP_080979
NP_001073983	XP_006520723
NP_000558	NP_031794
NP_001308315	XP_006505820
NP_808880	NP_080281
NP_008822	NP_031803
NP_631910	NP_001276578
NP_997205	NP_001156615
NP_001358533	NP_084137
NP_001157940	XP_036017008
NP_116171	NP_599011
NP_149103	NP_659106
NP_001278213	XP_030100321
NP_006326	NP_035720
NP_060243	NP_766430
NP_009165	NP_058586
NP_003197	NP_035675
NP_001078957	NP_001136264
NP_054900	XP_030101642
XP_005245930	XP_006539076
NP_001013657	NP_808384
NP_001292011	NP_001349819
XP_016872794	NP_082536
XP_011516072	XP_030106845
XP_005273283	XP_036020540
XP_016862365	NP_058033
NP_001307834	NP_001099137
NP_060739	NP_598813
NP_008873	NP_033261
NP_001361767	NP_001182057
NP_076997	NP_598903
NP_001008391	NP_001344345
NP_115686	NP_081014
NP_115954	NP_080874
XP_011531651	XP_006518011
NP_059973	NP_038706
NP_060325	XP_006535272
NP_005009	NP_032824
NP_127460	XP_011238510
NP_689826	XP_017172261
NP_078986	NP_001095068
XP_011508922	XP_006498413
NP_690002	NP_001035966
XP_005247417	NP_796330
NP_004995	NP_080337
NP_006125	NP_084294
NP_775878	NP_082803
NP_000967	NP_033102
NP_001303903	XP_030109620
NP_005634	NP_081112
XP_005266699	XP_006526524
NP_004043	NP_033890
NP_001244238	NP_001365439
NP_976219	NP_573473
NP_000605	NP_740756
XP_011540386	NP_033932
NP_001243114	XP_011245947
NP_001003940	NP_612186
XP_011540099	NP_076154
NP_001004475	XP_030100952
NP_057064	NP_001277610
XP_024303276	XP_006503070
XP_011507589	NP_001070657
NP_001306115	NP_032257
NP_001269985	XP_011243458
NP_524144	NP_067260
NP_057137	NP_080346
XP_016882839	XP_011240630
NP_001007596	XP_006511596
XP_005257696	NP_031633
NP_001290551	NP_083381
NP_150282	NP_001276742
NP_612455	XP_006506784
NP_001001346	NP_001095030
XP_005273203	NP_031524
NP_001038	NP_780492
NP_001124334	NP_033039
NP_001160135	NP_061199
XP_024305736	NP_079693
NP_001304653	NP_076043
NP_000465	NP_035788
NP_001291892	NP_067406
NP_067065	NP_080800
XP_011539981	NP_958756
NP_001177695	NP_001005422
NP_733779	NP_035673
XP_016860714	NP_083397
NP_001011543	XP_017173961
NP_076956	NP_080913
NP_001122	NP_001333976
XP_011521908	NP_001241664
XP_016859054	NP_733485
NP_076409	NP_996907
NP_006694	NP_062811
NP_001092287	NP_766213
NP_001190174	NP_080239
NP_660309	NP_080299
NP_001026886	NP_082972
NP_853510	NP_853526
NP_079074	NP_001020783
XP_011533741	NP_080024
NP_079006	NP_001121562
NP_001278112	NP_444402
NP_066269	NP_001076042
NP_001356413	NP_766535
NP_001362291	NP_001273108
NP_001380422	XP_036010259
XP_024305933	NP_081275
NP_001191455	NP_001159952
NP_001317307	NP_032822
NP_001311388	NP_058034
NP_940853	XP_011246143
XP_011526867	NP_001357680
XP_011528467	NP_001157084
NP_068733	NP_031714
NP_005109	NP_796345
NP_477517	NP_001163950
NP_006338	NP_001103600
NP_001235	NP_033429
NP_001295126	NP_080431
XP_016859457	XP_011246200
NP_001121064	NP_653142
NP_004607	XP_006513605
NP_001030168	NP_080250
NP_060907	NP_444379
NP_612138	NP_031893
NP_002045	NP_032126
NP_001008784	NP_067300
NP_078873	XP_006528151
XP_011523141	XP_030101495
NP_001648	NP_033834
NP_057222	NP_001291687
NP_001305742	NP_081688
NP_874360	XP_011242657
NP_060425	NP_001346163
NP_001120648	NP_001347902
XP_011538762	XP_006503353
XP_011543814	NP_001028664
XP_011513081	NP_031549
NP_872359	NP_034050
NP_689978	NP_848486
NP_689604	NP_766162
XP_011528556	NP_001365767
NP_060263	NP_598743
NP_005498	NP_031713
NP_056236	NP_079984
XP_016871334	NP_001017433
NP_001630	NP_035448
NP_061974	NP_061286
NP_001137151	NP_083831
NP_001336057	XP_030109496
XP_011543887	XP_011245968
NP_954981	NP_690020
NP_741999	NP_705799
NP_006399	NP_035913
NP_055175	XP_006515596
NP_001350507	NP_001264238
NP_612463	NP_663573
NP_001274419	NP_001074568
NP_002394	XP_006538675
NP_003136	NP_001343245
NP_444283	NP_083707
NP_001012457	XP_011239362
NP_000423	NP_034991
NP_001308062	NP_062624
NP_006861	NP_062745
NP_001349932	NP_080207
NP_056997	NP_079610
XP_016865600	NP_081980
NP_001010978	NP_001074741
NP_064604	NP_796010
NP_054906	NP_001365894
XP_016864835	XP_006526169
NP_000973	NP_062621
NP_001229543	XP_006527949
NP_001099046	NP_776140
NP_079481	NP_080171
NP_001998	NP_034332
NP_859075	NP_666274
NP_004128	XP_006514604
NP_002332	NP_032544
NP_001185709	NP_080828
XP_011541651	NP_083670
NP_689524	NP_848784
NP_653194	XP_006521408
NP_002169	NP_032370
XP_016882481	NP_038905
XP_011531210	NP_032864
NP_001157849	NP_987077
NP_057367	NP_081868
NP_001292510	XP_006519739
NP_443118	NP_849251
NP_659425	XP_006501962
NP_001186506	NP_778200
NP_001257882	NP_038798
NP_001273144	NP_083372
NP_055082	NP_062746
XP_011542957	NP_848763
NP_085915	NP_808361
NP_001182067	NP_001359069
NP_001317608	NP_663472
NP_055187	NP_038904
XP_016859326	XP_011239849
NP_071380	NP_081639
NP_060836	NP_598485
NP_006252	NP_032962
NP_076410	NP_996902
XP_006718291	NP_001369493
NP_071942	NP_079854
NP_057147	XP_030101111
NP_848648	XP_006519738
NP_036226	NP_036151
NP_689503	NP_081332
NP_001316485	XP_006514140
NP_075385	NP_034937
XP_011533265	NP_001243029
NP_001305995	XP_006515052
NP_000385	NP_001265498
XP_016884117	XP_006514936
XP_011539461	XP_006539244
NP_001119811	NP_694723
XP_011534453	NP_081069
NP_005312	NP_056602
NP_001287658	NP_001156928
NP_001374786	NP_573467
NP_001071125	NP_899106
NP_001006	NP_038753
NP_057388	NP_941011
NP_065123	NP_808254
NP_060753	NP_766115
NP_001241678	NP_033089
NP_001098992	NP_001164355
NP_003008	NP_038691
XP_011530816	NP_082759
NP_004618	NP_997184
NP_689592	NP_079891
NP_001294909	XP_036017542
NP_872304	NP_001277390
NP_981967	NP_001347557
NP_001092091	NP_796114
NP_001265140	NP_705770
XP_011520658	XP_017173031
NP_065726	NP_001186052
NP_001287693	NP_079953
XP_005262467	XP_006541574
NP_001124382	NP_001289305
NP_056978	NP_033159
NP_060772	XP_011239094
XP_011507745	NP_001034682
NP_001010917	XP_030106937
NP_060357	NP_083030
XP_011526347	NP_001344828
XP_011538138	XP_006536299
NP_001358483	NP_034684
NP_001034229	NP_001298067
NP_112590	NP_057871
NP_001341880	XP_006525704
NP_003084	NP_035562
XP_011513258	NP_780626
NP_001137408	NP_081366
XP_024303164	NP_081559
NP_000408	NP_032393
NP_001073910	NP_620401
NP_872372	NP_001013625
NP_001121070	NP_034644
NP_001774	NP_031681
NP_001035826	XP_011241122
NP_001265234	XP_017177752
NP_001915	NP_031862
XP_006722946	NP_083642
NP_003271	NP_033419
NP_150286	NP_796171
NP_037432	NP_081159
NP_001245148	XP_006534032
NP_660311	NP_083649
NP_001929	NP_080382
NP_116019	NP_081499
NP_660296	NP_663334
NP_001161419	NP_035721
XP_011507723	NP_079692
XP_016871865	XP_036018648
NP_006696	NP_035947
NP_115721	XP_030101251
NP_001345339	XP_030101219
XP_006723349	XP_006541125
NP_055328	NP_808417
NP_001129037	NP_080384
NP_009144	NP_613068
XP_011527888	NP_084363
NP_219485	NP_001156514
NP_473371	NP_001030040
NP_004271	NP_079656
NP_031388	NP_080830
NP_113645	NP_071875
NP_006765	NP_033375
NP_115766	NP_080748
NP_001018121	NP_038751
NP_619646	NP_079755
NP_057146	NP_081029
NP_036215	NP_808271
NP_001369346	NP_922935
NP_683708	NP_473437
NP_055222	XP_017174903
XP_011521015	NP_080962
NP_060302	NP_001074889
NP_291020	XP_011238035
NP_001018146	NP_032731
NP_523240	NP_031697
NP_005313	NP_064418
NP_001316651	NP_079728
NP_001313309	NP_062360
NP_115700	NP_079912
XP_011544282	NP_001334581
XP_006715197	NP_081044
NP_002945	NP_001029037
NP_055706	NP_001028485
XP_011538066	NP_032013
NP_848561	NP_082804
NP_680544	NP_081554
XP_005260356	NP_598611
NP_001278433	NP_080076
NP_055275	NP_663448
XP_011539589	NP_001074789
NP_003327	NP_062642
NP_115511	NP_001156743
NP_001342176	NP_033482
NP_001350847	XP_006531389
NP_067073	NP_001074708
NP_060377	NP_079881
XP_005266310	NP_796311
NP_004335	NP_062278
NP_001182005	XP_017167775
NP_001007034	NP_064385
NP_002989	NP_032330
NP_062542	XP_036016061
NP_477511	NP_001158050
NP_795362	NP_851792
NP_001153715	NP_081462
XP_011513026	XP_030105834
NP_001304972	NP_079590
XP_016884263	NP_001157005
NP_003328	NP_033484
NP_001258665	NP_001344677
XP_005247675	NP_001106872
XP_005257725	NP_001078967
NP_003664	NP_035670
NP_000542	NP_033533
NP_001274168	NP_796351
XP_005249684	NP_997414
NP_473449	NP_001355625
NP_001287990	NP_033875
XP_016868819	NP_001361697
NP_004034	NP_001295417
NP_037410	XP_036009870
XP_011542861	XP_006518747
XP_011541119	NP_849237
NP_997715	XP_006539894
NP_695001	NP_001276667
NP_057077	NP_080661
XP_011536496	XP_030104592
NP_932346	NP_796066
NP_001274	XP_036020638
XP_011536030	XP_006521355
NP_060809	NP_062310
NP_002486	NP_035017
NP_001352239	NP_001357788
NP_003093	NP_035565
NP_001093391	XP_011245985
NP_476431	XP_006502756
NP_067650	NP_080515
NP_001358315	NP_663492
XP_016883110	NP_848722
NP_001354869	NP_001273032
NP_001307731	NP_079937
NP_787096	NP_849232
NP_113672	NP_899018
NP_940871	NP_083585
XP_016874205	NP_062740
NP_001341400	NP_001238778
NP_079051	NP_001342387
NP_443194	NP_839989
NP_006754	NP_031596
XP_011517965	NP_083337
NP_003270	NP_033420
NP_001123920	NP_001034312
XP_016863211	XP_036019247
NP_001315538	NP_038514
XP_005255285	XP_006522410
NP_066306	NP_620404
NP_001300834	NP_001139818
NP_001138357	NP_001263403
NP_003329	XP_006513541
NP_001537	NP_112443
NP_006323	NP_075552
NP_001375283	NP_803424
NP_001012425	NP_877422
XP_016875721	XP_006505961
NP_006751	NP_033502
NP_079323	NP_082119
XP_005274612	NP_666350
NP_001258370	XP_006514071
NP_057071	XP_011239526
XP_011513765	NP_075017
NP_001244197	XP_006515827
NP_001009959	NP_084248
NP_037481	NP_079700
XP_016867266	XP_006504591
NP_665860	XP_006516627
XP_011521056	XP_030105082
NP_699199	NP_694726
NP_005311	NP_663759
XP_011514041	NP_001297677
NP_060822	NP_079741
NP_009030	NP_001103709
NP_001362776	NP_035774
NP_004785	XP_036017752
NP_061986	NP_064397
NP_776256	NP_598961
NP_000597	NP_081338
NP_072045	NP_035426
NP_001352085	NP_082719
XP_005265583	XP_006518633
NP_001308849	XP_006511621
NP_001155907	XP_006523440
NP_653171	NP_945175
NP_443165	XP_036021648
XP_016876453	NP_084333
XP_016876332	NP_067361
NP_004898	NP_034629
NP_859061	NP_035613
NP_001243459	NP_033905
NP_005309	NP_032223
NP_054901	NP_001346099
XP_011531718	NP_081570
NP_036238	NP_077153
NP_055173	NP_064332
NP_000476	NP_033828
NP_001099133	NP_001277110
NP_001191335	NP_033793
NP_006692	NP_079575
NP_001182682	NP_780361
NP_002940	NP_081480
NP_786951	XP_006504158
NP_776155	NP_082334
XP_016880789	XP_030101915
XP_011534395	NP_001116840
NP_001034658	NP_898848
NP_004522	XP_030103038
NP_001306587	NP_081001
NP_001380271	NP_064369
NP_871622	XP_036019110
NP_941968	NP_001191963
NP_001243093	NP_001034572
NP_787067	NP_080146
NP_036605	NP_064297
NP_001025040	NP_081348
NP_008924	NP_032749
NP_067033	NP_001019377
NP_115607	NP_080911
NP_001157908	NP_001157909
NP_937818	NP_001365783
NP_001316615	NP_001276420
NP_001010860	NP_001277217
NP_079063	NP_001355302
NP_001093162	NP_001160061
NP_001093259	XP_011247063
XP_016865309	NP_064296
XP_011541662	NP_849247
NP_694964	NP_940817
NP_787080	NP_001156375
NP_001020241	NP_065625
NP_001552	XP_011248530
NP_001007534	NP_081090
NP_001008	NP_080809
NP_612485	NP_075886
NP_476527	NP_031881
NP_001244237	NP_001161397
NP_001161414	NP_079842
NP_997389	XP_006521143
XP_011527549	NP_061351
XP_024308455	NP_001093864
XP_011517790	NP_808315
XP_005272261	NP_780636
NP_115568	NP_659077
NP_525126	NP_034949
NP_001035022	NP_032365
NP_009199	NP_808457
XP_011527774	XP_011244453
XP_005255597	XP_036016378
NP_003767	NP_035052
NP_787118	XP_036016537
NP_951032	NP_075736
NP_001287758	NP_001366350
NP_002592	NP_032827
NP_203123	NP_031643
NP_002361	NP_001269666
NP_004057	NP_031619
NP_689478	XP_011238912
NP_001137440	NP_997114
NP_005000	XP_006524740
NP_000981	XP_036014175
NP_003192	NP_033386
NP_060518	NP_079840
NP_775896	NP_001033021
XP_016858245	NP_083888
NP_001273942	NP_081726
NP_001371825	NP_001074655
NP_653328	NP_694716
NP_777559	NP_079662
NP_542395	NP_083821
NP_061326	NP_079827
NP_001182201	XP_006541630
XP_005258421	NP_080805
XP_016871769	NP_033849
NP_001317377	NP_081428
NP_001290194	NP_001334574
NP_001224	NP_058596
NP_112570	NP_079820
NP_001350723	XP_006535113
NP_001238759	NP_001191130
NP_001138343	XP_011240897
NP_001244026	NP_001313515
NP_071344	NP_079577
NP_001305428	XP_036009129
NP_001191777	NP_081289
XP_024306736	NP_001152954
NP_001129955	NP_083563
NP_872371	NP_795876
NP_068572	NP_038916
NP_149099	NP_081937
NP_079141	NP_082292
NP_004918	NP_080522
NP_443082	NP_899202
NP_524147	NP_001304146
NP_002483	NP_079592
NP_689890	NP_001172102
NP_001364465	XP_006503161
XP_016866339	XP_017169459
NP_002089	XP_036016150
NP_001341531	XP_036020404
NP_001316358	XP_030107900
XP_005256690	NP_083324
NP_997228	NP_001192292
NP_000790	NP_031968
XP_016876460	XP_011242520
NP_660152	NP_598875
NP_006180	NP_035140
NP_001364258	XP_036012021
NP_001108220	XP_036020106
NP_001373722	NP_001357780
NP_612378	NP_001020090
NP_003339	XP_006514407
NP_060915	NP_077759
NP_001243628	XP_011237505
XP_005273880	NP_758456
XP_011513717	XP_011239273
NP_110403	NP_067369
NP_057582	NP_080719
NP_001035114	NP_932112
NP_064577	NP_080180
NP_060271	NP_080312
NP_112240	NP_083085
NP_001124506	XP_006535394
NP_001015509	NP_778169
NP_001135790	NP_783577
NP_008967	NP_076101
NP_004252	NP_444332
NP_001342133	NP_079708
NP_001372583	NP_035489
NP_009211	NP_001036118
NP_000977	NP_077180
NP_950238	NP_035452
NP_073562	NP_001108559
XP_011536743	NP_080674
XP_011529909	XP_011240488
NP_001186143	NP_079561
XP_011507899	NP_080317
NP_060311	NP_079609
NP_001005339	XP_006508202
NP_001353193	NP_080246
NP_076943	NP_081036
NP_114403	NP_080356
NP_001229415	NP_081512
NP_000137	NP_034370
XP_006716956	XP_006537639
NP_002373	NP_032584
NP_061133	NP_033019
NP_000975	NP_997406
NP_002350	XP_017169796
NP_001365302	NP_034906
NP_001638	NP_001288283
NP_001338505	NP_001361147
NP_036407	NP_001139560
NP_001316851	NP_031616
NP_057563	NP_001271261
NP_001369371	NP_955014
NP_001073970	NP_080067
NP_061935	NP_080062
NP_001155963	NP_083223
NP_001189476	NP_001296776
XP_011527569	NP_033862
NP_001016	NP_077137
XP_016860178	NP_082104
NP_054880	XP_006523407
NP_542402	NP_067317
NP_001284694	XP_006517137
NP_000529	NP_573494
XP_005261839	NP_613047
NP_001172112	NP_035645
NP_524145	XP_006510031
XP_016868902	XP_030104394
XP_005268979	NP_035647
NP_000396	NP_034429
NP_001265559	XP_006537799
XP_005244808	XP_006538625
NP_001373135	NP_083421
XP_005249216	XP_036013994
NP_002665	NP_084247
XP_011507779	XP_006497099
XP_011515885	NP_076074
NP_001946	NP_034234
XP_024305924	NP_034071
NP_001254747	NP_079785
XP_011544082	XP_006507920
XP_011534951	XP_006516244
NP_112564	NP_080745
XP_016855880	NP_808506
NP_689551	NP_081194
XP_011516531	NP_080464
NP_037380	NP_062735
XP_016885057	XP_036017995
NP_777549	NP_001120818
NP_001096129	NP_001357771
NP_057228	XP_006526287
NP_000135	NP_032070
NP_705582	NP_038868
NP_036224	NP_059508
NP_001160164	NP_080910
NP_612417	NP_001346420
NP_001350707	NP_033330
NP_001078924	NP_001156613
NP_078929	NP_080050
NP_001182079	NP_001138832
XP_005255095	NP_001366189
XP_016858802	NP_081387
NP_001304271	NP_080727
NP_001305425	XP_006531826
NP_001164291	XP_011240304
NP_004848	XP_006515905
XP_016865211	NP_001028618
NP_002615	NP_081320
XP_011539066	NP_001028945
NP_443096	XP_036018886
NP_000945	NP_032989
XP_005245231	NP_079845
NP_955376	NP_663487
NP_665705	NP_064398
NP_001025176	NP_666335
NP_001278220	NP_001278221
NP_001129743	NP_035050
NP_001257368	NP_080645
NP_001123536	NP_032109
NP_689844	NP_001158211
NP_057706	NP_079706
NP_005767	NP_001341940
XP_016864616	NP_084218
NP_036541	NP_001265186
NP_115693	NP_079638
NP_001073931	NP_848475
NP_076423	NP_080402
NP_037374	XP_036009655
NP_006084	XP_036018284
NP_001349403	XP_006508531
XP_005252739	XP_006507468
NP_150592	NP_001345899
XP_011510749	NP_001032808
NP_001094380	NP_780591
NP_821092	NP_579942
NP_001037729	NP_001092784
XP_005259360	NP_064365
NP_006174	NP_077755
NP_005310	NP_056601
NP_004369	NP_038524
NP_114109	NP_083547
XP_011513025	NP_114069
XP_016876455	XP_006518907
NP_001355936	NP_001277308
NP_659495	NP_084535
NP_006734	NP_001280587
NP_955382	XP_011237497
NP_001295155	NP_033117
NP_056254	NP_001333680
NP_002992	NP_079597
XP_016883143	NP_001152848
NP_776165	XP_011248988
NP_064584	NP_694757
NP_057576	NP_001272370
NP_037384	NP_001033693
NP_068823	NP_001298060
NP_060336	NP_080668
NP_036360	NP_083895
NP_077289	XP_036015554
NP_001308	XP_006532286
NP_004539	NP_080960
NP_115990	NP_082902
NP_067069	NP_258439
NP_001317683	NP_038758
XP_011525026	NP_056604
NP_001013011	NP_848842
NP_058641	NP_996905
NP_067080	NP_001281237
NP_065386	NP_058667
NP_001720	NP_031594
NP_054886	NP_079878
NP_116129	NP_080282
NP_001403	NP_079713
XP_016872685	XP_011240675
